"","label","student_first","student_last","address_1","address_2","city","state","zip","student_id","home_lang"
"2198","Parent/Guardian of Kenneth Branum","Kenneth","Branum","9638 41st Ave S","","Minneapolis","MN","55406",44100,"Spanish"
"2199","Logan & Chasen Dixon","Johanna","Dixon","7215 Dupont Ave N","","Minneapolis","MN","55412",44143,"English"
"2200","Parent/Guardian of Riley Heikes","Riley","Heikes","1082 Clinton Ave","","Minneapolis","MN","55408",44193,"Spanish"
"2201","Austin Gang","Sara","Gang","7326 4th St S","F805","Minneapolis","MN","55454",44196,"English"
"2202","Parent/Guardian of Robert Livo","Robert","Livo","2396 5th Ave S","","Minneapolis","MN","55419",44210,"Spanish"
"2203","Autumn Turner","Xavier","Turner","8251 Dupont Ave N","","Minneapolis","MN","55411",44217,"English"
"2204","Parent/Guardian of Teddi Lathrop","Teddi","Lathrop","4171 45th S Ave","","Minneapolis","MN","55406",44221,"English"
"2205","Parent/Guardian of Brittany Umbarger","Brittany","Umbarger","2138 Vincent Ave N","","Minneapolis","MN","55430",44234,"English"
"2206","Davis Dullin","Abigail","Dullin","7960 Chowen Ave N","","Robbinsdale","MN","55422",44262,"English"
"2207","Oscar Aceves","Tiffany","Aceves","6853 Washington St Ne","","Minneapolis","MN","55418",44263,"English"
"2208","Parent/Guardian of Alana Brown","Alana","Brown","7706 Girard Ave N","","Minneapolis","MN","55412",44278,"English"
"2209","Parent/Guardian of Alexandra Partington","Alexandra","Partington","6810 Elliot Ave","23","Minneapolis","MN","55407",44296,"English"
"2210","Parent/Guardian of Patrique Reese","Patrique","Reese","8552 3rd Ave S","","Minneapolis","MN","55408",44318,"Spanish"
"2211","Connor Ehrreich","Romulo Daniel","Ehrreich","7457 Fillmore St Ne","","Minneapolis","MN","55418",44319,"English"
"2212","Kenna Selk","Tawnya","Selk","9111 Douglas Drive N","","Minneapolis","MN","55422",44366,"English"
"2213","Parent/Guardian of Shawna Anderson","Shawna","Anderson","3474 21st Ave S","","Minneapolis","MN","55407",44370,"English"
"2214","Parent/Guardian of Andy Cho","Andy","Cho","9901 13th Ave S","","Minneapolis","MN","55407",44377,"English"
"2215","Edwin & Kyla Reed","Carissa","Reed","3343 Columbus Ave","1","Minneapolis","MN","55407",44389,"English"
"2216","Danny Emenyonu","Hillary","Emenyonu","6309 16th Ave S","","Minneapolis","MN","55407",44411,"English"
"2217","Jacob Vega","Sequoia","Vega","8866 20th Ave S","","Minneapolis","MN","55407",44413,"Somali"
"2218","Parent/Guardian of Brandon Xiong","Brandon","Xiong","3229 Lyndale Ave N","1","Minneapolis","MN","55412",44437,"English"
"2219","Steve Payan","Erik","Payan","4967 Aldrich Ave North","","Minneapolis","MN","55412",44448,"English"
"2220","Parent/Guardian of Rawan Allen","Rawan","Allen","8422 31st Ave S","","Minneapolis","MN","55417",44450,"English"
"2221","Justin Romero-Salazar","Larissa","Romero-Salazar","308 11th Ave S","","Minneapolis","MN","55417",44491,"English"
"2222","Parent/Guardian of Cooper Vigil","Cooper","Vigil","4936 Humboldt Ave North","","Minneapolis","MN","55412",44507,"English"
"2223","Nathan & Ebonnie Miller","Meghan","Miller","9225 3rd Ave S","301","Minneapolis","MN","55408",44534,"English"
"2224","Alan & Olivet Carter","Asia","Carter","6134 Adams St","","Minneapolis","MN","55413",44554,"Spanish"
"2225","Oluwatobi Walston","Davon","Walston","8191 Ulysses St Ne","","Minneapolis","MN","55418",44567,"English"
"2226","Rhianna Merkel","Kristen","Merkel","8906 16th Ave S","","Minneapolis","MN","55407",44574,"English"
"2227","Spencer Naple","Thuy","Naple","1450 Bossen Terr","3","Minneapolis","MN","55417",44585,"English"
"2228","Parent/Guardian of Rosemary Hittle","Rosemary","Hittle","9275 Bryant Ave N","1","Minneapolis","MN","55430",44589,"English"
"2229","Danielle Wise","Drew","Wise","1338 Harriet Ave S","","Minneapolis","MN","55405",44592,"English"
"2230","Pa & Elijah Hagan-Daniel","Jamal","Hagan-Daniel","5072 Emerson Ave South","","Minneapolis","MN","55408",44601,"Spanish"
"2231","Ryan Hartmann","Klayson","Hartmann","6172 Colfax Ave South","","Minneapolis","MN","55419",44602,"English"
"2232","Parent/Guardian of Kyler Peterson","Kyler","Peterson","9770 Penn Ave North","","Minneapolis","MN","55411",44607,"English"
"2233","Jacob Olson","Taylor","Olson","9950 Columbus Ave","","Minneapolis","MN","55407",44630,"Somali"
"2234","Cody & Miguel Kramer","Sue Lynn","Kramer","9001 Vincent Ave North","","Minneapolis","MN","55411",44651,"Spanish"
"2235","Kailynda & Selin Martin","Tacey","Martin","6543 Newton Ave N","","Minneapolis","MN","55412",44710,"English"
"2236","Jesse Burleson","Jorden","Burleson","6275 25th Ave S","","Minneapolis","MN","55417",44725,"English"
"2237","Parent/Guardian of Daniel Gabbert","Daniel","Gabbert","1781 45th Ave S","","Minneapolis","MN","55406",44754,"English"
"2238","Parent/Guardian of Laurissa Yanito","Laurissa","Yanito","4465 15th St E","14","Minneapolis","MN","55403",44777,"English"
"2239","Bobby Wiseman","Sierra","Wiseman","9480 Garfield Ave S","","Minneapolis","MN","55419",44812,"English"
"2240","Tyler Jones","Tecumseh","Jones","7691 Bryant Ave N","","Minneapolis","MN","55412",44827,"English"
"2241","Parent/Guardian of Anthony Gonzales","Anthony","Gonzales","4816 Snelling Ave","","Minneapolis","MN","55406",44859,"Spanish"
"2242","Durine & Kysha Johnson","Sakile","Johnson","2977 26th Ave S","","Minneapolis","MN","55406",44897,"English"
"2243","Gabriel Hayes","Lauren","Hayes","1576 Nicollet Ave","","Minneapolis","MN","55419",44903,"English"
"2244","Kathleen & Anthony March","Nayomi","March","1398 Girard Ave N","","Minneapolis","MN","55412",44905,"English"
"2245","Parent/Guardian of Lynsae Moore","Lynsae","Moore","6421 18th Ave S","","Minneapolis","MN","55407",44945,"English"
"2246","Kelsey Mench","Natalie","Mench","9989 Emerson Ave N","B","Minneapolis","MN","55411",44949,"English"
"2247","Hannah Boswell","Hallahji","Boswell","4577 Morgan Ave S","","Minneapolis","MN","55419",44999,"Spanish"
"2248","Ruben Childress","Dalvise","Childress","3000 12th Ave S","","Minneapolis","MN","55407",45011,"Somali"
"2249","Parent/Guardian of Anthony Cooke","Anthony","Cooke","6799 Oliver Ave N","","Minneapolis","MN","55412",45021,"English"
"2250","Parent/Guardian of Joseph Espinoza","Joseph","Espinoza","1324 25th St West","","Minneapolis","MN","55405",45056,"English"
"2251","Parent/Guardian of Claire McEntee","Claire","McEntee","6750 Merrimac Ln N","","Maple Grove","MN","55311",45057,"Spanish"
"2252","Terrance Wilson","Kyle","Wilson","1424 3rd Ave S","2","Minneapolis","MN","55408",45080,"English"
"2253","Parent/Guardian of Duantae Cox","Duantae","Cox","2497 Garfield St Ne","","Minneapolis","MN","55418",45107,"English"
"2254","Bryan Visee","Xiao Yun","Visee","2082 26th Ave S","","Minneapolis","MN","55406",45156,"Somali"
"2255","Joshua Madrid","Naomi","Madrid","7408 4th St Se","313","Minneapolis","MN","55414",45159,"English"
"2256","Parent/Guardian of Adam Hall","Adam","Hall","5448 31st Ave S","","Minneapolis","MN","55406",45172,"English"
"2257","Beau Skyhorse","Taylor","Skyhorse","8830 Columbus Ave","","Minneapolis","MN","55407",45173,"English"
"2258","Parent/Guardian of Nathan Delafuente","Nathan","Delafuente","3729 Sheridan Ave N","","Minneapolis","MN","55411",45206,"Spanish"
"2259","Parent/Guardian of Anna Seydel","Anna","Seydel","2092 3rd Ave S","","Minneapolis","MN","55408",45211,"English"
"2260","Parent/Guardian of Adam Ortiz","Adam","Ortiz","4454 24th Ave S","","Minneapolis","MN","55406",45220,"English"
"2261","Parent/Guardian of Sreya Nelson","Sreya","Nelson","8280 Girard Ave N","","Minneapolis","MN","55412",45243,"English"
"2262","Aeneva & Elizabeth Glivar","Travis","Glivar","6603 Lyndale Ave S","","Minneapolis","MN","55408",45246,"English"
"2263","David Eling","Joseph","Eling","9441 Aldrich Ave N","","Minneapolis","MN","55412",45253,"English"
"2264","Deonte Edinger","Dominick","Edinger","8493 Tyler Street Ne","1","Minneapolis","MN","55418",45254,"Spanish"
"2265","Parent/Guardian of Naznet McGee","Naznet","McGee","7958 1st Ave S","","Minneapolis","MN","55419",45268,"English"
"2266","Gina Coash","Madison","Coash","6061 4th St S","M2003","Minneapolis","MN","55454",45279,"Spanish"
"2267","America Buie Van Lowe","Daniel","Buie Van Lowe","8012 E 26th St","","Minneapolis","MN","55406",45309,"Hmong"
"2268","Erin Woolman","Jacob","Woolman","2114 31st St W","1","Minneapolis","MN","55408",45319,"English"
"2269","Christine Yoder","Jackson","Yoder","8431 Portland Ave","1","Minneapolis","MN","55407",45355,"Somali"
"2270","Robert Yang","Shannon","Yang","1136 15th Ave S","","Minneapolis","MN","55417",45358,"English"
"2271","Alaina & Megan Montgomery","Jalisa","Montgomery","6668 5th Ave S","","Minneapolis","MN","55408",45375,"English"
"2272","Logan & Jeremiah Wong","Thomas","Wong","1117 Washburn Ave S","","Minneapolis","MN","55410",45392,"English"
"2273","Edwin Flora","Lara","Flora","3801 Wentworth Ave","","Minneapolis","MN","55419",45441,"English"
"2274","Tyvon Latham","Dominique","Latham","3024 Irving Ave N","","Minneapolis","MN","55412",45450,"English"
"2275","Parent/Guardian of Ana Martinez","Ana","Martinez","5755 22nd Ave N","1","Minneapolis","MN","55411",45454,"English"
"2276","Matthew Hernandez-Espitia","Gerardo","Hernandez-Espitia","9875 39th Ave S","","Minneapolis","MN","55417",45466,"Somali"
"2277","Taylor Brugman","Nalani","Brugman","2333 13th Ave South","","Minneapolis","MN","55407",45490,"English"
"2278","Jordan Castro","Jesse","Castro","1400 Irving Ave S","","Minneapolis","MN","55408",45499,"English"
"2279","Parent/Guardian of Jerika Burtt","Jerika","Burtt","8032 42nd Ave S","","Minneapolis","MN","55406",45534,"English"
"2280","Cyrus Stidham","Adam","Stidham","657 York Ave S","","Minneapolis","MN","55410",45538,"English"
"2281","Carmen & Hannah Liddell","Kelli","Liddell","9901 Pleasant Ave","","Minneapolis","MN","55409",45576,"English"
"2282","Kevin & Vikasini Kayanja","Isaiah","Kayanja","9375 Garfield Ave S","103","Minneapolis","MN","55408",45578,"English"
"2283","Samantha Harris","Taylor","Harris","8278 Dieter St","","Saint Paul","MN","55106",45590,"English"
"2284","Anastasia & Michael Ruiz-Ortiz","Michael","Ruiz-Ortiz","6829 Cedar Ave","","Minneapolis","MN","55407",45596,"English"
"2285","Yonatan Adetoye","Ric","Adetoye","1685 Knox Ave N","","Minneapolis","MN","55411",45603,"English"
"2286","Cierra Eckman","Alexander","Eckman","3444 Chicago Ave","","Minneapolis","MN","55417",45611,"Spanish"
"2287","Eric Miller","Isaiah","Miller","4298 46th St West","","Minneapolis","MN","55419",45701,"English"
"2288","Parent/Guardian of Mika Huynh","Mika","Huynh","390 Aldrich Ave S","","Minneapolis","MN","55419",45702,"Spanish"
"2289","Megan Yu","Tristan","Yu","8717 Chowen Ave S","","Minneapolis","MN","55410",45706,"English"
"2290","Parent/Guardian of Zane Smith","Zane","Smith","8117 Clinton Ave","","Minneapolis","MN","55409",45721,"English"
"2291","Hanna Sifuentes","Ricardo","Sifuentes","4741 15th Ave S","524","Minneapolis","MN","55454",45771,"English"
"2292","Sienna Hayes","Ashley","Hayes","7339 15th Ave N","","Minneapolis","MN","55411",45807,"English"
"2293","Lauren & Meher Choi","Kira","Choi","5438 16th Ave S","","Minneapolis","MN","55417",45808,"Somali"
"2294","Karen Carre","Shyanne","Carre","5759 3rd Ave S","","Minneapolis","MN","55408",45826,"English"
"2295","Isabelle & Veronika Moore Jr","Marquez","Moore Jr","7818 4th Ave S","4","Minneapolis","MN","55408",45859,"English"
"2296","Mariana Kim","Rhianna","Kim","2815 Logan Ave N","2","Minneapolis","MN","55411",45895,"English"
"2297","Parent/Guardian of Karen Choudhry","Karen","Choudhry","8785 Dupont Ave S","","Minneapolis","MN","55419",45927,"Hmong"
"2298","Parent/Guardian of Dakota Begay-Watson","Dakota","Begay-Watson","1344 13th Ave Southeast","","Minneapolis","MN","55414",45931,"Hmong"
"2299","Cheyenne Miranda","Tiana","Miranda","2970 Adams St Ne","","Minneapolis","MN","55413",45955,"Spanish"
"2300","Jordan Archuleta","Mark","Archuleta","6828 Irving Ave N","2","Minneapolis","MN","55411",45970,"Spanish"
"2301","Parent/Guardian of Belinda Alferez","Belinda","Alferez","4686 28th Ave S","","Minneapolis","MN","55406",46032,"Somali"
"2302","Aaron Drew","Jarell","Drew","6966 12th Ave S","","Minneapolis","MN","55417",46045,"English"
"2303","Parent/Guardian of Javier Castanon","Javier","Castanon","3395 Clinton Ave","","Minneapolis","MN","55408",46067,"English"
"2304","Parent/Guardian of Corrisa Thaler","Corrisa","Thaler","4723 Girard Ave N","","Minneapolis","MN","55412",46079,"English"
"2305","Natalie Cruz","Aerika","Cruz","9941 Cedar Ave","303","Minneapolis","MN","55404",46091,"Spanish"
"2306","Nathan Mousakhani","Virginia","Mousakhani","7844 Upton Ave S","","Minneapolis","MN","55410",46096,"Spanish"
"2307","Kayla Minott","Boston","Minott","3512 10th Ave S","","Minneapolis","MN","55407",46110,"English"
"2308","Aubrie Watkins","Joseph","Watkins","8625 4th St S","503","Minneapolis","MN","55401",46117,"English"
"2309","Roy Terrazas-Hernandez","Javier","Terrazas-Hernandez","4789 Fremont Ave N","","Minneapolis","MN","55411",46182,"English"
"2310","Austin Shangreaux","Sabrina","Shangreaux","7740 23rd Ave North","","Minneapolis","MN","55411",46197,"English"
"2311","Parent/Guardian of Lauren Paz-Forbush","Lauren","Paz-Forbush","4750 41st Ave S","","Minneapolis","MN","55406",46200,"English"
"2312","Christopher Jones","Alayina","Jones","507 Oakland Ave S","","Minneapolis","MN","55417",46244,"English"
"2313","Symone Caruso","Nicholas","Caruso","522 7th Ave Se","","Minneapolis","MN","55414",46246,"English"
"2314","Aracely Nelson","Kassie","Nelson","9217 Thomas Ave N","2","Minneapolis","MN","55412",46266,"English"
"2315","Parent/Guardian of Sebastian Lee","Sebastian","Lee","6322 27th Ave S","","Minneapolis","MN","55406",46295,"English"
"2316","Kha & Janelle Tran","Lauren","Tran","3603 Cedar Ave","","Minneapolis","MN","55407",46315,"Spanish"
"2317","Robert Scott","Kohl","Scott","2481 14th Ave S","","Minneapolis","MN","55407",46323,"English"
"2318","Erik Rivera","Trenton","Rivera","5672 Nicollet Ave","","Minneapolis","MN","55408",46330,"English"
"2319","Adonis Curtis","Lauren","Curtis","8105 24th Ave S","","Minneapolis","MN","55406",46362,"English"
"2320","Adrain Littlefield","Edward","Littlefield","3776 Sheridan Ave S","","Minneapolis","MN","55410",46370,"Somali"
"2321","Parent/Guardian of David Gruner","David","Gruner","2446 2nd Ave S","","Minneapolis","MN","55409",46371,"Somali"
"2322","Holly Guerrero","Christina","Guerrero","3155 36th Ave S","","Minneapolis","MN","55417",46393,"Spanish"
"2323","Kayli & Jaclyn Martinez","Skylinn","Martinez","6684 Ewing S Ave","","Minneapolis","MN","55410",46395,"English"
"2324","Eric House","Le'brell","House","4836 36th Ave S","","Minneapolis","MN","55406",46406,"English"
"2325","Parent/Guardian of Michelle Magana","Michelle","Magana","5780 Franklin Ave Se","","Minneapolis","MN","55414",46458,"English"
"2326","Krishawnda & Caitlin Stieber","Sierra","Stieber","753 Dieter St","","Saint Paul","MN","55106",46465,"English"
"2327","Parent/Guardian of Andres Moore","Andres","Moore","7215 Bryant Ave N","","Minneapolis","MN","55430",46490,"Spanish"
"2328","Melissa Jesik","Cody","Jesik","464 25th Ave S","","Minneapolis","MN","55406",46495,"English"
"2329","Parent/Guardian of Dylan Medina","Dylan","Medina","3001 Penn Ave N","","Minneapolis","MN","55430",46528,"English"
"2330","Parent/Guardian of Cerce Hamilton","Cerce","Hamilton","6415 Franklin Ave W","6","Minneapolis","MN","55404",46565,"English"
"2331","Parent/Guardian of Timothy Bosquez","Timothy","Bosquez","5963 Upton Ave N","","Minneapolis","MN","55412",46576,"English"
"2332","Kenneth & Sharron Dunn","William","Dunn","6754 Stevens Ave S","1","Minneapolis","MN","55408",46618,"Spanish"
"2333","Parent/Guardian of Lindsay Proctor","Lindsay","Proctor","9887 Vincent Ave S","","Minneapolis","MN","55410",46638,"English"
"2334","Danielle Chung","Penmai","Chung","9390 W 94th St","","Bloomington","MN","55431",46683,"English"
"2335","Nnedima Hunter","Kanjai","Hunter","5808 Russell Ave North","","Minneapolis","MN","55412",46739,"Spanish"
"2336","Parent/Guardian of Elizario Mills","Elizario","Mills","5332 Van Buren St Ne","","Columbia Heights","MN","55421",46751,"English"
"2337","Delgermaa & Max-Olivier Chase","Kiana","Chase","1160 Chicago Ave","1","Minneapolis","MN","55407",46766,"Somali"
"2338","Mariya & Destiny Baker","Cydnee","Baker","6479 Bloomington Ave","","Minneapolis","MN","55417",46786,"Spanish"
"2339","Genesis Bonton","Kahliem","Bonton","6783 11th Ave S","2","Minneapolis","MN","55404",46797,"Spanish"
"2340","Ronald Green","Jerriesh","Green","457 Aldrich Ave S","","Minneapolis","MN","55409",46850,"English"
"2341","Parent/Guardian of Quincy Su'e-Johnson","Quincy","Su'e-Johnson","145 Dale St N","","Saint Paul","MN","55117",46892,"English"
"2342","Schuyler & Daniel Lopez","Gabriel","Lopez","5506 52nd St E","","Minneapolis","MN","55417",46894,"English"
"2343","Parent/Guardian of Drew Haller","Drew","Haller","5317 Central Ave","3","Minneapolis","MN","55418",46897,"English"
"2344","Anna & Tabitha Chambers","Zyre","Chambers","3320 16th Ave S","","Minneapolis","MN","55407",46908,"English"
"2345","Carly Doan","Jeffrey","Doan","5520 Newton Ave N","","Minneapolis","MN","55411",46924,"Hmong"
"2346","Parent/Guardian of Emily Yuen","Emily","Yuen","1971 Elliot Ave","","Minneapolis","MN","55407",46930,"English"
"2347","Joshua Hoffman","Vincent","Hoffman","3956 Lyndale Ave N","","Minneapolis","MN","55412",47000,"Spanish"
